,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
251,Luke Garbutt ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
252,Gary Gardner ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
253,Florin Gardos ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
254,Dwight Gayle ,Forward,16,,,11,,,4,3,3,1,,,,,,,,,,0,144,9.00,1,9,,,,1,1,20,2,3,0,3,0,1,0.19,0,1,22,9,41%,5,,,,,,,,
255,Paulo Gazzaniga ,Goalkeeper,2,0,3,,,,,,,,,,,,,,,0,0,0,54,27.00,,,,,20,0,0,0,,0,,,,,,,,,,,,7,0,0,1,0,2,9,18
256,Rudy Gestede ,Forward,32,,,11,,,11,6,29,16,,,,,,,,,,2,597,18.66,2,2,,,,2,0,24,6,5,3,1,1,2,0.16,0,0,61,18,30%,6,,,,,,,,
257,Emanuele Giaccherini ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
258,Kieran Gibbs ,Defender,15,0,6,12,75%,0,1,11,10,5,0,27,28,28,2,8,13,0,0,0,198,13.20,0,9,22%,2,3,0,0,3,2,1,0,0,1,0,,,,,,,,,,,,,,,
259,Darron Gibson ,Midfielder,7,,,4,0%,,0,4,15,7,,18,14,11,3,7,1,,0,1,181,25.86,1,0,0%,0,23,3,0,4,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
260,Carles Gil ,Midfielder,23,,,22,82%,,4,10,5,2,,76,79,89,29,1,4,,0,0,730,31.74,1,77,23%,0,22,3,0,3,2,2,0,0,2,0,0.09,0,0,17,5,29%,0,,,,,,,,
261,Rene Gilmartin ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
262,Olivier Giroud ,Forward,38,,,34,,,21,10,26,17,,,,,,,,,,6,839,22.08,9,25,,,,2,0,40,26,16,7,1,8,3,0.42,1,0,101,43,43%,13,,,,,,,,
263,Shay Given ,Goalkeeper,3,0,7,,,,,,,,,,,,,,,0,0,0,58,19.33,,,,,31,1,0,0,,0,,,,,,,,,,,,7,0,0,1,1,2,7,24
264,George Glendon ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
265,Tom Glover ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
266,Serge Gnabry ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,7,7.00,0,1,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
267,Joseph Gomez ,Defender,5,3,5,12,83%,0,0,12,18,9,0,29,24,33,2,9,9,0,0,1,222,44.40,0,7,14%,1,9,3,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,
268,Bafétimbi Gomis ,Forward,33,,,7,,,15,6,19,12,,,,,,,,,,0,509,15.42,4,3,,,,0,0,17,38,6,0,5,1,2,0.18,1,0,59,17,29%,6,,,,,,,,
269,Lynden Gooch ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
270,Curtis Good ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
271,Kenji Gorré ,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
272,Dan Gosling ,Midfielder,34,,,73,71%,,11,52,21,9,,156,184,203,37,35,43,,0,1,"1,194",35.12,2,6,17%,3,40,6,0,31,1,3,1,2,0,1,0.09,0,0,40,11,28%,4,,,,,,,,
273,Sean Goss ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
274,Yoan Gouffran ,Midfielder,8,,,6,67%,,1,6,3,0,,20,12,22,1,4,6,,0,0,92,11.50,0,4,25%,0,7,0,0,3,0,0,0,0,0,0,0.00,0,0,3,1,33%,1,,,,,,,,
275,Lewis Grabban ,Forward,21,,,11,,,3,2,1,1,,,,,,,,,,0,309,14.71,0,13,,,,2,0,9,6,1,0,1,0,0,0.05,0,0,19,9,47%,2,,,,,,,,
276,Max-Alain Gradel ,Forward,14,,,23,,,7,13,5,2,,,,,,,,,,2,286,20.43,0,46,,,,1,0,11,3,1,0,1,0,0,0.07,0,0,18,6,33%,2,,,,,,,,
277,Conor Grant ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
278,Jake Gray ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
279,Jack Grealish ,Midfielder,16,,,6,100%,,8,14,1,0,,55,48,54,24,1,11,,0,0,316,19.75,1,20,10%,0,11,1,0,6,0,1,0,1,0,0,0.06,0,0,16,4,25%,0,,,,,,,,
280,Andre Green ,Midfielder,2,,,2,100%,,1,3,0,0,,6,4,7,2,0,0,,0,0,23,11.50,0,8,38%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
281,Rees Greenwood ,Midfielder,1,,,1,100%,,0,2,0,0,,2,2,3,1,0,1,,0,0,23,23.00,0,2,0%,0,1,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
282,Matt Grimes ,Midfielder,1,,,1,0%,,1,0,0,0,,3,3,8,0,1,2,,0,0,44,44.00,0,1,0%,0,5,0,0,3,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
283,Marko Grujic ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
284,Adlène Guédioura ,Midfielder,18,,,13,77%,,2,16,1,1,,51,43,52,12,12,15,,0,2,251,13.94,1,43,21%,1,13,2,0,13,0,0,0,0,0,0,0.00,0,0,13,3,23%,0,,,,,,,,
285,Idrissa Gueye ,Midfielder,35,,,144,75%,,10,141,30,11,,344,295,199,69,31,27,,1,1,"1,869",53.40,0,15,20%,3,94,10,0,68,1,0,0,0,0,0,0.00,0,0,30,4,13%,0,,,,,,,,
286,Brad Guzan ,Goalkeeper,28,2,58,,,,,,,,,,,,,,,0,3,0,721,25.75,,,,,264,2,0,0,,0,,,,,,,,,,,,89,0,19,54,12,18,117,225
287,Ben Hamer ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
288,Dean Hammond ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
289,Brede Hangeland ,Defender,7,3,6,10,70%,1,1,10,60,31,0,26,45,27,6,26,12,0,1,0,242,34.57,0,0,0%,0,12,2,0,13,2,0,0,0,0,0,,,,,,,,,,,,,,,
290,Steve Harper ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
291,Joe Hart ,Goalkeeper,35,15,36,,,,,,,,,,,,,,,0,1,0,721,20.60,,,,,180,0,0,0,,0,,,,,,,,,,,,71,0,39,35,2,26,130,221
292,Jakob Haugaard ,Goalkeeper,5,0,11,,,,,,,,,,,,,,,0,0,0,128,25.60,,,,,55,0,0,0,,0,,,,,,,,,,,,11,0,3,10,2,5,15,39
293,Eden Hazard ,Forward,31,,,21,,,11,13,4,3,,,,,,,,,,3,"1,415",45.65,3,44,,,,2,0,15,10,4,0,4,0,0,0.13,0,0,36,14,39%,1,,,,,,,,
294,Michael Hector ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
295,Jordan Henderson ,Midfielder,17,,,41,63%,,11,22,17,7,,113,74,55,8,21,10,,0,3,939,55.24,1,47,26%,3,79,1,0,10,3,2,0,2,0,1,0.12,0,0,26,6,23%,0,,,,,,,,
296,Stephen Hendrie ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
297,Wayne Hennessey ,Goalkeeper,29,8,36,,,,,,,,,,,,,,,1,2,0,758,26.14,,,,,221,1,0,0,,0,,,,,,,,,,,,80,0,3,32,7,17,107,247
298,Doneil Henry ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
299,Rushian Marcus Amari Hepburn-Murphy ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
300,Ander Herrera ,Midfielder,27,,,56,80%,,11,24,17,5,,118,103,110,19,7,7,,0,2,"1,097",40.63,4,34,18%,7,46,4,0,28,1,3,1,2,0,0,0.11,1,0,24,6,25%,1,,,,,,,,
301,Jake Hesketh ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
302,Heurelho Gomes ,Goalkeeper,38,11,49,,,,,,,,,,,,,,,0,3,0,957,25.18,,,,,345,4,0,2,,0,,,,,,,,,,,,121,3,66,62,18,24,178,378
303,Tony Hibbert ,Defender,1,0,0,1,100%,0,0,3,0,0,0,4,1,4,0,0,1,0,0,0,17,17.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
304,Tommie Hoban ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
305,José Holebas ,Defender,11,1,16,25,76%,0,8,30,34,13,0,83,76,54,22,24,8,0,0,0,413,37.55,0,26,12%,0,26,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
306,Mason Holgate ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
307,Jordan Holmes ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
308,George Honeyman ,Midfielder,1,,,0,0%,,0,0,1,0,,1,2,0,1,0,0,,0,0,5,5.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
309,Wes Hoolahan ,Midfielder,30,,,27,70%,,9,15,1,0,,169,105,169,35,3,14,,0,8,"1,113",37.10,7,54,26%,6,36,1,0,19,5,4,0,1,3,0,0.13,1,0,26,8,31%,2,,,,,,,,
310,Gary Hooper ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,5,2.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
311,James Horsfield ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
312,Tim Howard ,Goalkeeper,25,7,35,,,,,,,,,,,,,,,0,0,0,606,24.24,,,,,135,1,0,2,,0,,,,,,,,,,,,81,0,9,29,6,14,185,233
313,Sam Howes ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
314,Jonny Howson ,Midfielder,36,,,76,82%,,13,42,66,33,,188,154,200,28,32,77,,0,4,"1,284",35.67,4,30,33%,1,63,7,0,27,3,3,1,1,1,0,0.08,0,0,35,9,26%,0,,,,,,,,
315,Cameron Humphreys-Grant ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
316,Jack Hunt ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
317,Robert Huth ,Defender,35,15,32,41,76%,0,4,76,258,109,0,147,175,114,3,116,67,0,0,0,810,23.14,1,0,0%,0,34,8,0,35,3,3,2,1,0,0,,,,,,,,,,,,,,,
318,Alan Hutton ,Defender,28,2,55,55,78%,0,1,52,52,27,0,104,135,84,12,34,16,2,2,1,843,30.11,3,121,20%,1,44,6,1,28,3,0,0,0,0,0,,,,,,,,,,,,,,,
319,Jordon Ibe ,Midfielder,27,,,10,90%,,11,1,0,0,,75,86,95,60,2,6,,0,2,481,17.81,1,59,20%,3,10,0,0,10,1,1,0,0,1,2,0.04,0,0,29,6,21%,1,,,,,,,,
320,Brown Ideye ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
321,Odion Ighalo ,Forward,37,,,27,,,24,15,27,15,,,,,,,,,,3,722,19.51,1,15,,,,4,0,47,27,15,1,11,3,2,0.41,0,0,109,48,44%,17,,,,,,,,
322,Kelechi Iheanacho ,Forward,26,,,14,,,7,3,6,2,,,,,,,,,,1,346,13.31,2,10,,,,1,0,17,3,8,1,1,5,0,0.31,0,0,28,12,43%,1,,,,,,,,
323,Giannelli Imbula ,Midfielder,14,,,14,100%,,4,7,5,3,,109,107,79,61,12,12,,0,0,772,55.14,0,5,0%,4,19,4,0,17,0,2,0,0,2,0,0.14,0,0,21,5,24%,0,,,,,,,,
324,Danny Ings ,Forward,6,,,1,,,3,1,2,1,,,,,,,,,,0,80,13.33,0,3,,,,1,0,7,2,2,1,0,1,0,0.33,0,0,10,5,50%,1,,,,,,,,
325,Gökhan Inler ,Midfielder,5,,,10,90%,,0,10,0,0,,27,20,19,1,5,8,,0,0,124,24.80,0,1,0%,0,11,0,0,3,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
326,Stephen Ireland ,Midfielder,13,,,10,70%,,0,3,1,1,,21,14,18,2,2,6,,0,1,160,12.31,3,9,33%,4,9,2,0,4,0,0,0,0,0,0,0.00,0,0,3,0,0%,1,,,,,,,,
327,Lloyd Isgrove ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
328,Juan Iturbe ,Forward,2,,,0,,,0,2,0,0,,,,,,,,,,0,23,11.50,0,2,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
329,Branislav Ivanovic ,Defender,33,8,44,66,76%,0,11,60,87,47,0,169,178,115,10,81,41,0,2,2,"1,301",39.42,2,74,12%,0,71,5,0,32,1,2,2,0,0,0,,,,,,,,,,,,,,,
330,Ivo Pinto ,Defender,10,0,19,17,71%,0,0,21,28,10,0,51,36,48,8,5,14,0,0,0,306,30.60,0,31,26%,0,18,0,0,9,3,0,0,0,0,0,,,,,,,,,,,,,,,
331,Alex Iwobi ,Forward,13,,,8,,,2,3,1,1,,,,,,,,,,2,368,28.31,3,8,,,,0,0,3,0,2,0,2,0,1,0.15,0,0,15,7,47%,0,,,,,,,,
332,Phil Jagielka ,Defender,21,7,25,39,72%,0,0,50,170,83,0,115,111,66,3,58,38,0,3,0,"1,036",49.33,0,3,33%,0,148,0,0,9,0,0,0,0,0,1,,,,,,,,,,,,,,,
333,Matty James ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
334,Daryl Janmaat ,Defender,32,3,60,80,78%,0,8,56,83,29,0,157,153,134,38,27,28,0,0,4,"1,252",39.13,5,144,19%,3,79,5,1,29,5,2,0,2,0,0,,,,,,,,,,,,,,,
335,Adnan Januzaj ,Midfielder,5,,,1,100%,,2,0,1,0,,11,7,16,3,0,3,,0,0,42,8.40,0,2,0%,2,6,1,0,5,0,1,0,1,0,0,0.20,0,0,4,1,25%,0,,,,,,,,
336,Matthew Jarvis ,Midfielder,22,,,13,69%,,3,6,4,3,,36,31,51,6,6,19,,0,1,268,12.18,2,86,21%,0,9,0,0,4,2,1,0,0,1,0,0.05,0,0,10,4,40%,1,,,,,,,,
337,Mile Jedinak ,Midfielder,27,,,50,68%,,5,55,58,34,,115,169,112,5,102,41,,1,0,830,30.74,2,6,17%,0,51,6,0,36,2,0,0,0,0,1,0.00,0,0,13,1,8%,0,,,,,,,,
338,Nikica Jelavic ,Forward,13,,,3,,,1,3,4,3,,,,,,,,,,2,74,5.69,1,4,,,,1,0,7,6,1,0,0,1,0,0.08,0,0,11,1,9%,1,,,,,,,,
339,Carl Jenkinson ,Defender,20,0,23,24,83%,1,2,20,54,30,0,68,48,55,7,13,15,1,1,0,505,25.25,2,34,21%,0,31,3,1,13,0,2,0,1,1,0,,,,,,,,,,,,,,,
340,Cameron Jerome ,Forward,34,,,11,,,7,6,11,5,,,,,,,,,,2,405,11.91,0,18,,,,2,0,36,22,3,0,3,0,1,0.09,0,0,46,11,24%,12,,,,,,,,
341,Jiang Guangtai ,Defender,5,1,5,9,89%,0,1,6,12,5,0,12,14,10,0,4,2,0,0,0,92,18.40,0,5,0%,0,4,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
342,João Teixeira ,Midfielder,1,,,1,100%,,0,0,0,0,,1,1,1,0,0,0,,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
343,Joel Pereira ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
344,John Obi Mikel ,Midfielder,25,,,52,71%,,1,32,34,14,,157,100,109,20,18,29,,0,1,"1,243",49.72,0,3,0%,0,47,6,0,32,0,0,0,0,0,0,0.00,0,0,7,0,0%,0,,,,,,,,
345,Bradley Johnson ,Midfielder,4,,,5,80%,,5,0,3,3,,6,14,15,0,5,2,,0,0,67,16.75,0,3,67%,0,3,0,0,4,1,0,0,0,0,0,0.00,0,0,10,2,20%,1,,,,,,,,
346,Sam Johnstone ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
347,Jon Toral ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
348,Jonathan Williams ,Midfielder,1,,,0,0%,,0,0,0,0,,2,0,1,0,0,1,,0,0,5,5.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
349,Gethin Jones ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
350,Corey Jordan ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
351,Jordan Brown ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
352,Jordi Amat ,Defender,8,0,5,7,100%,0,0,16,28,13,0,22,20,13,2,7,8,0,0,0,193,24.13,0,0,0%,0,12,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
353,Jordi Gómez ,Midfielder,6,,,9,78%,,1,6,7,1,,18,18,14,1,3,4,,0,0,156,26.00,0,8,38%,0,8,0,0,4,0,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
354,José Crespo ,Defender,1,0,1,0,0%,0,0,1,0,0,0,6,1,3,0,0,1,0,0,0,27,27.00,0,0,0%,0,5,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
355,José Enrique ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
356,José Fonte ,Defender,37,11,37,53,66%,0,2,81,224,82,0,163,154,85,2,91,42,0,0,1,"1,622",43.84,1,9,33%,0,136,4,1,21,1,2,2,0,0,0,,,,,,,,,,,,,,,
357,Joselu ,Forward,22,,,14,,,4,6,11,3,,,,,,,,,,1,379,17.23,1,14,,,,0,0,19,8,4,1,3,0,0,0.18,0,0,29,16,55%,6,,,,,,,,
358,Josh Robson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
359,Juanfran ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
360,Juanmi ,Forward,12,,,1,,,2,0,0,0,,,,,,,,,,0,48,4.00,0,2,,,,0,0,1,1,0,0,0,0,0,0.00,0,0,5,1,20%,0,,,,,,,,
361,José Manuel Jurado ,Midfielder,27,,,37,65%,,8,22,7,2,,152,129,117,52,3,17,,0,0,956,35.41,5,69,23%,3,32,3,0,12,1,0,0,0,0,2,0.00,0,0,35,10,29%,0,,,,,,,,
362,Younes Kaboul ,Defender,23,7,31,43,81%,0,3,52,196,94,0,117,142,91,15,78,55,0,1,1,654,28.43,1,13,23%,2,51,3,1,15,1,0,0,0,0,0,,,,,,,,,,,,,,,
363,Sullay Kaikai ,Midfielder,1,,,2,50%,,2,0,0,0,,2,2,2,0,0,0,,0,0,13,13.00,1,6,17%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
364,Tomas Kalas ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
365,Glen Kamara ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
366,Harry Kane ,Forward,38,,,29,,,34,21,31,17,,,,,,,,,,1,962,25.32,4,44,,,,5,0,42,30,25,1,19,5,7,0.66,5,0,158,75,47%,18,,,,,,,,
367,N'Golo Kanté ,Midfielder,37,,,175,71%,,3,156,57,27,,326,277,217,47,38,57,,0,4,"1,449",39.16,4,17,29%,7,63,3,0,43,0,1,0,1,0,0,0.03,0,0,21,5,24%,0,,,,,,,,
368,Jake Kean ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
369,Will Keane ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
370,Martin Kelly ,Defender,13,3,15,32,81%,0,1,18,38,11,0,48,45,41,1,10,9,0,0,0,379,29.15,0,17,18%,0,16,3,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
371,Kenedy ,Forward,14,,,14,,,3,13,6,1,,,,,,,,,,0,290,20.71,1,12,,,,0,0,6,2,1,0,0,1,0,0.07,0,0,13,3,23%,0,,,,,,,,
372,Jonjoe Kenny ,Defender,1,0,0,1,100%,0,1,1,4,1,0,2,1,3,0,0,1,0,0,0,22,22.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
373,Ryan Kent ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
374,Yann Kermorgant ,Forward,7,,,0,,,0,2,1,1,,,,,,,,,,0,59,8.43,0,1,,,,0,0,0,1,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
375,Wahbi Khazri ,Midfielder,14,,,27,85%,,12,14,8,0,,65,64,110,21,5,14,,0,1,327,23.36,3,88,30%,1,18,3,0,18,4,2,0,2,0,2,0.14,0,1,24,5,21%,1,,,,,,,,
376,Ki Sung-Yueng ,Midfielder,28,,,32,72%,,7,28,18,7,,151,84,84,11,17,17,,0,1,"1,170",41.79,1,11,36%,5,99,4,0,19,1,2,0,2,0,1,0.07,0,0,24,7,29%,1,,,,,,,,
377,Joshua King ,Forward,31,,,29,,,15,9,12,9,,,,,,,,,,2,444,14.32,6,24,,,,1,0,37,16,6,0,6,0,1,0.19,0,0,54,20,37%,2,,,,,,,,
378,Stephen Kingsley ,Defender,4,0,3,5,40%,0,0,1,20,11,0,11,17,11,6,3,4,1,0,1,110,27.50,1,17,41%,0,6,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
